id,date,sender,place,geo_sender,recipient,place,geo_recipient
"desc004/6485","1645-07-06","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/6487","1645-07-16","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Andreae, Tobias (1604-1676)","[Groningen (nl)]","53.2190652, 6.5680077"
"desc004/6489","1645-07-21","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6497","1645-08","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6492","1645-08-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6493","1645-08-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","[Maldegem (be)]","51.2088871, 3.4452214"
"desc004/6494","1645-08-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6495","1645-08-16","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6496","1645-08-18","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6498","1645-09-01","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6499","1645-09-13","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6500","1645-09-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6501","1645-09-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6502","1645-09-29","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6503","1645-09-30","Pfalz, Elisabeth von der (1618-1680)","Rijswijk (nl)","52.03739335, 4.322502837527406","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6504","1645-10-06","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6505","1645-10-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","?","?",
"desc004/6506","1645-10-28","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6508","1645-11-03","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6509","1645-11-30","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6513","1645-12","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","?","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6510","1645-12-20","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6511","1645-12-27","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7521","1646-02-23","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7523","1646-03-02","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7524","1646-03-02","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7527","1646-03-11","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7529","1646-03-30","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Cavendish, Charles (1594-1654)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7530","1646-04-17","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","?","Utrecht (nl)","52.080985600000005, 5.12768396945229"
"desc004/7532","1646-04-20","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7531","1646-04-20","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7533","1646-04-25","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7538","1646-05","Roberval, Gilles Personne de (1602-1675)","Paris (fr)","48.8566969, 2.3514616","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/7535","1646-05-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7537","1646-05-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Cavendish, Charles (1594-1654)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7540","1646-06-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/7539","1646-06-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Cavendish, Charles (1594-1654)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/0009","1646-06-15","Descartes, René (1596-1650)","Egmond (nl)","51.6528177, 5.9401049","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/7543","1646-07","Clerselier, Claude (1614-1684)","Paris (fr)","48.8566969, 2.3514616","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7545","1646-08","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/7551","1646-09","Roberval, Gilles Personne de (1602-1675)","[Paris (fr)]","48.8566969, 2.3514616","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7550","1646-09-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"huyg003/0011a","1646-09-12","Huygens, Constantijn (1596-1687)","Sint-Gillis-Waas (be)","51.2179895, 4.1286101","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7553","1646-10","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","?","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/7552","1646-10-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7554","1646-10-10","Pfalz, Elisabeth von der (1618-1680)","Berlin (de)","52.5170365, 13.3888599","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/7555","1646-10-12","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7559","1646-11-02","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Roberval, Gilles Personne de (1602-1675)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7560","1646-11-02","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7561","1646-11-02","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Cavendish, Charles (1594-1654)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7563","1646-11-09","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7564","1646-11-23","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7566","1646-11-29","Pfalz, Elisabeth von der (1618-1680)","Berlin (de)","52.5170365, 13.3888599","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7567","1646-11-30","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7568","1646-12-01","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7570","1646-12-14","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Noël, Étienne (1581-1659)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7571","1646-12-14","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Charlet, Étienne (1570-1652)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7569","1646-12-14","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7574","1647-01-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Foreest, Jan van (1586-1651)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7576","1647-01-25","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7577","1647-01-29","Descartes, Joachim (1602-1680)","Nantes (fr)","47.2186371, -1.5541362","Mersenne, Marin (1588-1648)","?",
"desc004/7579","1647-02-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7580","1647-02-21","Pfalz, Elisabeth von der (1618-1680)","Berlin (de)","52.5170365, 13.3888599","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7581","1647-03-01","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7582","1647-03-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7584","1647-04-11","Pfalz, Elisabeth von der (1618-1680)","Berlin (de)","52.5170365, 13.3888599","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7585","1647-04-19","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Heereboort, Adrianus (1614-1661)","Leiden (nl)","52.1518157, 4.4811088666204295"
"desc004/7587","1647-04-26","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7586","1647-04-26","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7588","1647-05-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leiden, Curators of the university","Leiden (nl)","52.1518157, 4.4811088666204295"
"desc004/7590","1647-05-11","Chanut, Pierre (1601-1662)","[Stockholm (se)]","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/7592","1647-05-12","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/7600","1647-05-21/1647-05-31","Pfalz, Elisabeth von der (1618-1680)","Krossen (de)","51.9182711, 13.603749870298586","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7596","1647-05-24","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7597","1647-05-27","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leiden, Curators of the university","Leiden (nl)","52.1518157, 4.4811088666204295"
"desc004/7599","1647-05-27","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/7603","1647-06-08","Descartes, René (1596-1650)","Rotterdam (nl)","51.9228934, 4.4631786","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/7605","1647-09-21","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/7606","1647-11-09","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/7607","1647-11-14","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7609","1647-11-20","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Chanut, Pierre (1601-1662)","[Stockholm (se)]","59.3251172, 18.0710935"
"desc004/7608","1647-11-20","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Kristina, queen of Sweden (1626-1689)","[Stockholm (se)]","59.3251172, 18.0710935"
"desc004/7612","1647-12-05","Pfalz, Elisabeth von der (1618-1680)","Berlin (de)","52.5170365, 13.3888599","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/7613","1647-12-08","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7615","1647-12-17","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Brasset, Jean (1591-)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/7616","1647-12-27","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/3227bis","1648/1649","Beaune, Florimond de (1601-1652)","[Blois (fr)]","47.5876861, 1.3337639","Schooten, Frans van (1615-1660)","[Leiden (nl)]","52.1518157, 4.4811088666204295"
"huyg001/4735","1648-01-13","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8619","1648-01-31","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8620","1648-02-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8622","1648-02-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Pollotti, Alfonso (1603-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8623","1648-02-21","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Utrecht, Vroedschap","Utrecht (nl)","52.080985600000005, 5.12768396945229"
"desc004/8625","1648-02-28","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8628","1648-04-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8627","1648-04-04","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/0047a","1648-04-06","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8637","1648-06/1648-07","Descartes, René (1596-1650)","[Paris (fr)]","48.8566969, 2.3514616","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8633","1648-06-04","Descartes, René (1596-1650)","Paris (fr)","48.8566969, 2.3514616","Arnauld, Antoine (1612-1694)","[Magny-les-Hameaux (fr)]","48.724051, 2.0839562"
"desc004/8634","1648-06-05","Descartes, René (1596-1650)","Paris (fr)","48.8566969, 2.3514616","Beaune, Florimond de (1601-1652)","Blois (fr)","47.5876861, 1.3337639"
"desc004/8635","1648-06-30","Pfalz, Elisabeth von der (1618-1680)","Krossen (de)","51.9182711, 13.603749870298586","Descartes, René (1596-1650)","?",
"desc004/8638","1648-07","Pfalz, Elisabeth von der (1618-1680)","Krossen (de)","51.9182711, 13.603749870298586","Descartes, René (1596-1650)","?",
"desc004/8642","1648-08-23","Pfalz, Elisabeth von der (1618-1680)","Krossen (de)","51.9182711, 13.603749870298586","Descartes, René (1596-1650)","?",
"desc004/8643","1648-09-01","Descartes, René (1596-1650)","Boulogne (fr)","46.7947224, -1.3210389","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg001/4868","1648-09-03","Huygens, Constantijn (1596-1687)","Groningen (nl)","53.2190652, 6.5680077","Rivet, André (1572-1651)","[Breda (nl)]","51.5887845, 4.7760237"
"desc004/8644","1648-09-06","Descartes, René (1596-1650)","Amsterdam (nl)","52.3727598, 4.8936041","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8646","1648-11-13","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8647","1648-12-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8649","1648-12-12","Kristina, queen of Sweden (1626-1689)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/8650","1648-12-12","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/8654","1649-02-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","More, Henry (1614-1687)","Cambridge (gb)","52.2034823, 0.1235817"
"desc004/8655","1649-02-21","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8659","1649-02-27","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/8664","1649-03-27","Chanut, Pierre (1601-1662)","Stockholm (se)","59.3251172, 18.0710935","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/8671","1649-04-15","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","More, Henry (1614-1687)","Cambridge (gb)","52.2034823, 0.1235817"
"desc004/8676","1649-05-07/1649-05-14","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8682","1649-08-17","Descartes, René (1596-1650)","Den Haag (nl)","52.0799838, 4.3113461","Carcavy, Pierre de (1600-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8686","1649-08-30","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Hogelande, Cornelis van (1590-1662)","?",
"desc004/8685","1649-08-30","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8684","1649-08-30","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8687","1649-09-24","Carcavy, Pierre de (1600-1684)","Paris (fr)","48.8566969, 2.3514616","Descartes, René (1596-1650)","[Stockholm (se)]","59.3251172, 18.0710935"
"desc004/8689","1649-10-09","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8690","1649-10-17","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Brasset, Jean (1591-)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/8691","1649-10-21","More, Henry (1614-1687)","Cambridge (gb)","52.2034823, 0.1235817","Descartes, René (1596-1650)","[Stockholm (se)]","59.3251172, 18.0710935"
"desc004/8693","1649-11-06","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8700","1649-12/1650-01","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Mare, Philibert de la (1615-1687)","[Dijon (fr)]","47.3215806, 5.0414701"
"desc004/8696","1649-12-04","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8695","1649-12-04","Pfalz, Elisabeth von der (1618-1680)","[Krossen (de)]","51.9182711, 13.603749870298586","Descartes, René (1596-1650)","[Stockholm (se)]","59.3251172, 18.0710935"
"desc004/8697","1649-12-04","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/8698","1649-12-18","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Flécelles, Nicolas de (1615-1689)","[Hamburg (de)]","53.550341, 10.000654"
"desc004/8699","1649-12-25","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"huyg003/0080","1650","Huygens, Christiaan (1629-1695)","?",,"?","?",
"desc004/8703","1650-01-15","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Picot, Claude (1601-1668)","Paris (fr)","48.8566969, 2.3514616"
"desc004/8702","1650-01-15","Descartes, René (1596-1650)","Stockholm (se)","59.3251172, 18.0710935","Flécelles, Nicolas de (1615-1689)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/0083","1650-05-29","Huygens, Constantijn (1628-1697)","Roma (it)","41.8933203, 12.4829321","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg001/5050","1650-07-26","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461","Chanut, Pierre (1601-1662)","[Stockholm (se)]","59.3251172, 18.0710935"
"huyg001/5323","1653-12-31","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/0266","1656-02","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461","Mocchi, T.B. (fl. 1656)","Paris (fr)","48.8566969, 2.3514616"
"huyg003/0279","1656-04-15","Mylon, Claude (1618-1660)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0311","1656-07-06","Roberval, Gilles Personne de (1602-1675)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0320","1656-07-28","Schooten, Frans van (1615-1660)","Leiden (nl)","52.1518157, 4.4811088666204295","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0324","1656-08-04","Roberval, Gilles Personne de (1602-1675)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
